"Gene_ID"	"Start"	"End"	"length"	"Gene_type"
"ENSG00000170289"	86553977	86743675	189698	"protein_coding"
"ENSG00000170290"	107707378	107719693	12315	"protein_coding"
"ENSG00000170291"	7251416	7259940	8524	"protein_coding"
"ENSG00000170293"	32238679	32370325	131646	"protein_coding"
"ENSG00000170296"	7240014	7242770	2756	"protein_coding"
"ENSG00000170298"	20449395	20467539	18144	"protein_coding"
"ENSG00000170310"	9250471	9576591	326120	"protein_coding"
"ENSG00000170312"	60778331	60794852	16521	"protein_coding"
"ENSG00000170315"	16380798	16382745	1947	"protein_coding"
"ENSG00000170322"	129863636	129895590	31954	"protein_coding"
"ENSG00000170323"	81478419	81483263	4844	"protein_coding"
"ENSG00000170324"	48153088	48274870	121782	"protein_coding"
"ENSG00000170325"	129899706	130002835	103129	"protein_coding"
"ENSG00000170340"	62196113	62224731	28618	"protein_coding"
"ENSG00000170345"	75278774	75282230	3456	"protein_coding"
"ENSG00000170348"	75131470	75176631	45161	"protein_coding"
"ENSG00000170364"	4303304	4317567	14263	"protein_coding"
"ENSG00000170365"	145481194	145558079	76885	"protein_coding"
"ENSG00000170367"	23875935	23879750	3815	"protein_coding"
"ENSG00000170369"	23823769	23826731	2962	"protein_coding"
"ENSG00000170370"	117542444	117549546	7102	"protein_coding"
"ENSG00000170373"	23747553	23751268	3715	"protein_coding"
"ENSG00000170374"	53326575	53345315	18740	"protein_coding"
"ENSG00000170379"	143620952	143730409	109457	"protein_coding"
"ENSG00000170381"	83363238	83649113	285875	"protein_coding"
"ENSG00000170382"	204617170	204685733	68563	"protein_coding"
"ENSG00000170385"	211571568	211578742	7174	"protein_coding"
"ENSG00000170390"	150078274	150257457	179183	"protein_coding"
"ENSG00000170396"	184598366	184939492	341126	"protein_coding"
"ENSG00000170412"	74424851	74451653	26802	"protein_coding"
"ENSG00000170417"	102736905	103019900	282995	"protein_coding"
"ENSG00000170419"	54542325	54571080	28755	"protein_coding"
"ENSG00000170421"	52897187	52949954	52767	"protein_coding"
"ENSG00000170423"	52837804	52849092	11288	"protein_coding"
"ENSG00000170425"	15944917	15975746	30829	"protein_coding"
"ENSG00000170426"	56923154	56934405	11251	"protein_coding"
"ENSG00000170430"	129467184	129768007	300823	"protein_coding"
"ENSG00000170439"	55681546	55684611	3065	"protein_coding"
"ENSG00000170442"	52249300	52309163	59863	"protein_coding"
"ENSG00000170445"	140673904	140691862	17958	"protein_coding"
"ENSG00000170448"	47847233	47914667	67434	"protein_coding"
"ENSG00000170454"	52424070	52434525	10455	"protein_coding"
"ENSG00000170456"	31382223	31591097	208874	"protein_coding"
"ENSG00000170458"	140631728	140633701	1973	"protein_coding"
"ENSG00000170464"	139408588	139444491	35903	"protein_coding"
"ENSG00000170465"	52468516	52473785	5269	"protein_coding"
"ENSG00000170468"	73490964	73493392	2428	"protein_coding"
"ENSG00000170469"	139396563	139404088	7525	"protein_coding"
"ENSG00000170471"	38472816	38578861	106045	"protein_coding"
"ENSG00000170473"	55901413	55932618	31205	"protein_coding"
"ENSG00000170476"	139387480	139390081	2601	"protein_coding"
"ENSG00000170477"	52806549	52814551	8002	"protein_coding"
"ENSG00000170482"	139367196	139384553	17357	"protein_coding"
"ENSG00000170484"	52565782	52573825	8043	"protein_coding"
"ENSG00000170485"	100820152	100996829	176677	"protein_coding"
"ENSG00000170486"	52585589	52601538	15949	"protein_coding"
"ENSG00000170498"	204190341	204196486	6145	"protein_coding"
"ENSG00000170500"	100273291	100322733	49442	"protein_coding"
"ENSG00000170502"	87422582	87459454	36872	"protein_coding"
"ENSG00000170509"	87303789	87322906	19117	"protein_coding"
"ENSG00000170515"	56104319	56113907	9588	"protein_coding"
"ENSG00000170516"	46734827	46909235	174408	"protein_coding"
"ENSG00000170522"	110045846	110199199	153353	"protein_coding"
"ENSG00000170523"	52314301	52321398	7097	"protein_coding"
"ENSG00000170525"	6144934	6254644	109710	"protein_coding"
"ENSG00000170537"	18983934	19063942	80008	"protein_coding"
"ENSG00000170540"	18791667	18801678	10011	"protein_coding"
"ENSG00000170542"	2887266	2903280	16014	"protein_coding"
"ENSG00000170545"	51244558	51270890	26332	"protein_coding"
"ENSG00000170549"	3596054	3601403	5349	"protein_coding"
"ENSG00000170558"	27950966	28177446	226480	"protein_coding"
"ENSG00000170561"	2745845	2751662	5817	"protein_coding"
"ENSG00000170571"	50396192	50443248	47056	"protein_coding"
"ENSG00000170577"	45005161	45009430	4269	"protein_coding"
"ENSG00000170579"	3496032	4455335	959303	"protein_coding"
"ENSG00000170581"	56341597	56360155	18558	"protein_coding"
"ENSG00000170584"	163446526	163460140	13614	"protein_coding"
"ENSG00000170604"	45883607	45886170	2563	"protein_coding"
"ENSG00000170605"	55126406	55132750	6344	"protein_coding"
"ENSG00000170606"	133051962	133106449	54487	"protein_coding"
"ENSG00000170608"	45863989	45873797	9808	"protein_coding"
"ENSG00000170613"	157161846	157166264	4418	"protein_coding"
"ENSG00000170615"	103352730	103446177	93447	"protein_coding"
"ENSG00000170619"	144841042	144853736	12694	"protein_coding"
"ENSG00000170624"	155870344	156767788	897444	"protein_coding"
"ENSG00000170627"	54455950	54473602	17652	"protein_coding"
"ENSG00000170631"	144930358	144950888	20530	"protein_coding"
"ENSG00000170632"	103074881	103099764	24883	"protein_coding"
"ENSG00000170633"	121400041	121430623	30582	"protein_coding"
"ENSG00000170634"	53970838	54305300	334462	"protein_coding"
"ENSG00000170638"	50185915	50199598	13683	"protein_coding"
"ENSG00000170653"	53507856	53626410	118554	"protein_coding"
"ENSG00000170667"	102482445	102517781	35336	"protein_coding"
"ENSG00000170677"	70288901	70330200	41299	"protein_coding"
"ENSG00000170681"	100578079	100587906	9827	"protein_coding"
"ENSG00000170683"	7937171	7941708	4537	"protein_coding"
"ENSG00000170684"	45071500	45076588	5088	"protein_coding"
"ENSG00000170689"	48621159	48626356	5197	"protein_coding"
"ENSG00000170703"	48762235	48817214	54979	"protein_coding"
"ENSG00000170734"	43576150	43615660	39510	"protein_coding"
"ENSG00000170743"	7238778	7469042	230264	"protein_coding"
"ENSG00000170745"	17877847	18361616	483769	"protein_coding"
"ENSG00000170748"	7089027	7090900	1873	"protein_coding"
"ENSG00000170759"	32009010	32056431	47421	"protein_coding"
"ENSG00000170775"	124745997	124765627	19630	"protein_coding"
"ENSG00000170776"	85380571	85749358	368787	"protein_coding"
"ENSG00000170777"	6328375	6331900	3525	"protein_coding"
"ENSG00000170779"	105009573	105021148	11575	"protein_coding"
"ENSG00000170782"	6876625	6877619	994	"protein_coding"
"ENSG00000170786"	56300010	56320776	20766	"protein_coding"
"ENSG00000170788"	80336105	80356755	20650	"protein_coding"
"ENSG00000170790"	6863057	6874717	11660	"protein_coding"
"ENSG00000170791"	56211686	56218798	7112	"protein_coding"
"ENSG00000170801"	8269765	8307111	37346	"protein_coding"
"ENSG00000170802"	48314637	48379294	64657	"protein_coding"
"ENSG00000170807"	123655807	123664290	8483	"protein_coding"
"ENSG00000170819"	133399995	133475222	75227	"protein_coding"
"ENSG00000170820"	48962157	49154537	192380	"protein_coding"
"ENSG00000170832"	60179094	60422470	243376	"protein_coding"
"ENSG00000170835"	133061978	133071861	9883	"protein_coding"
"ENSG00000170836"	60600183	60666280	66097	"protein_coding"
"ENSG00000170837"	71754050	71756496	2446	"protein_coding"
"ENSG00000170846"	6663396	6676755	13359	"protein_coding"
"ENSG00000170848"	42902079	42919563	17484	"protein_coding"
"ENSG00000170852"	32868172	32894131	25959	"protein_coding"
"ENSG00000170854"	97941818	97972457	30639	"protein_coding"
"ENSG00000170855"	120443961	120446412	2451	"protein_coding"
"ENSG00000170860"	14178358	14201119	22761	"protein_coding"
"ENSG00000170871"	6781375	6884170	102795	"protein_coding"
"ENSG00000170873"	124550790	124728429	177639	"protein_coding"
"ENSG00000170876"	14124940	14143679	18739	"protein_coding"
"ENSG00000170881"	124474738	124487914	13176	"protein_coding"
"ENSG00000170889"	54200742	54249003	48261	"protein_coding"
"ENSG00000170890"	120322111	120327789	5678	"protein_coding"
"ENSG00000170891"	5014586	5019472	4886	"protein_coding"
"ENSG00000170892"	54189938	54194536	4598	"protein_coding"
"ENSG00000170893"	129974305	129977938	3633	"protein_coding"
"ENSG00000170899"	52977948	52995378	17430	"protein_coding"
"ENSG00000170903"	105995623	106022403	26780	"protein_coding"
"ENSG00000170906"	54102728	54109257	6529	"protein_coding"
"ENSG00000170909"	54094668	54102692	8024	"protein_coding"
"ENSG00000170915"	52361421	52407777	46356	"protein_coding"
"ENSG00000170917"	122888697	122922968	34271	"protein_coding"
"ENSG00000170920"	9126012	9126950	938	"protein_coding"
"ENSG00000170921"	63009556	63427699	418143	"protein_coding"
"ENSG00000170923"	9100407	9107475	7068	"protein_coding"
"ENSG00000170925"	107980864	107982370	1506	"protein_coding"
"ENSG00000170927"	51615300	52087625	472325	"protein_coding"
"ENSG00000170929"	9087061	9095669	8608	"protein_coding"
"ENSG00000170935"	107774899	107795829	20930	"protein_coding"
"ENSG00000170946"	31369840	31431849	62009	"protein_coding"
"ENSG00000170948"	8832398	8843340	10942	"protein_coding"
"ENSG00000170949"	53066606	53103436	36830	"protein_coding"
"ENSG00000170950"	49785651	49787307	1656	"protein_coding"
"ENSG00000170953"	124539635	124545333	5698	"protein_coding"
"ENSG00000170954"	53107879	53133077	25198	"protein_coding"
"ENSG00000170955"	6318946	6320647	1701	"protein_coding"
"ENSG00000170956"	41796437	41811553	15116	"protein_coding"
"ENSG00000170959"	30830369	31369810	539441	"protein_coding"
"ENSG00000170961"	121612116	121641390	29274	"protein_coding"
"ENSG00000170962"	103907186	104164379	257193	"protein_coding"
"ENSG00000170965"	134565838	134764322	198484	"protein_coding"
"ENSG00000170967"	104036580	104039188	2608	"protein_coding"
"ENSG00000170989"	101236865	101243713	6848	"protein_coding"
"ENSG00000171004"	132626016	132961395	335379	"protein_coding"
"ENSG00000171014"	123939543	123940637	1094	"protein_coding"
"ENSG00000171016"	55538890	55588947	50057	"protein_coding"
"ENSG00000171017"	7888505	7902021	13516	"protein_coding"
"ENSG00000171033"	78516139	78605267	89128	"protein_coding"
"ENSG00000171044"	10896045	11201366	305321	"protein_coding"
"ENSG00000171045"	142212080	142403240	191160	"protein_coding"
"ENSG00000171049"	51752026	51770526	18500	"protein_coding"
"ENSG00000171051"	51745172	51804110	58938	"protein_coding"
"ENSG00000171053"	125746293	125749867	3574	"protein_coding"
"ENSG00000171054"	131543976	131545056	1080	"protein_coding"
"ENSG00000171055"	36531805	36646087	114282	"protein_coding"
"ENSG00000171056"	10723768	10730512	6744	"protein_coding"
"ENSG00000171060"	10672637	10700593	27956	"protein_coding"
"ENSG00000171067"	68261335	68272001	10666	"protein_coding"
"ENSG00000171094"	29192774	29921566	728792	"protein_coding"
"ENSG00000171097"	128832942	128882494	49552	"protein_coding"
"ENSG00000171100"	150568619	150673322	104703	"protein_coding"
"ENSG00000171102"	133205277	133209250	3973	"protein_coding"
"ENSG00000171103"	28849821	28870301	20480	"protein_coding"
"ENSG00000171105"	7112255	7294034	181779	"protein_coding"
"ENSG00000171109"	179347692	179394931	47239	"protein_coding"
"ENSG00000171115"	150450630	150479392	28762	"protein_coding"
"ENSG00000171116"	149774068	149776867	2799	"protein_coding"
"ENSG00000171119"	5823802	5828324	4522	"protein_coding"
"ENSG00000171121"	179236691	179267002	30311	"protein_coding"
"ENSG00000171124"	5842888	5851474	8586	"protein_coding"
"ENSG00000171126"	42442017	42494097	52080	"protein_coding"
"ENSG00000171130"	149872968	149891204	18236	"protein_coding"
"ENSG00000171132"	45651345	46187990	536645	"protein_coding"
"ENSG00000171133"	111327483	111330183	2700	"protein_coding"
"ENSG00000171135"	9890572	9894349	3777	"protein_coding"
"ENSG00000171136"	14028148	14031042	2894	"protein_coding"
"ENSG00000171148"	9779860	9793011	13151	"protein_coding"
"ENSG00000171150"	46698952	46780245	81293	"protein_coding"
"ENSG00000171155"	120625793	120630150	4357	"protein_coding"
"ENSG00000171159"	128160260	128163928	3668	"protein_coding"
"ENSG00000171160"	97614553	97633500	18947	"protein_coding"
"ENSG00000171161"	248838210	248849517	11307	"protein_coding"
"ENSG00000171163"	248850006	248859144	9138	"protein_coding"
"ENSG00000171169"	128061233	128068206	6973	"protein_coding"
"ENSG00000171174"	27781364	27891098	109734	"protein_coding"
"ENSG00000171180"	248231417	248244679	13262	"protein_coding"
"ENSG00000171189"	29536933	29940033	403100	"protein_coding"
"ENSG00000171195"	70430492	70482997	52505	"protein_coding"
"ENSG00000171199"	70397882	70410194	12312	"protein_coding"
"ENSG00000171201"	70370093	70390244	20151	"protein_coding"
"ENSG00000171202"	85647967	85656547	8580	"protein_coding"
"ENSG00000171204"	85628573	85636539	7966	"protein_coding"
"ENSG00000171206"	102642310	102660680	18370	"protein_coding"
"ENSG00000171208"	47077703	47143997	66294	"protein_coding"
"ENSG00000171209"	70242588	70251428	8840	"protein_coding"
"ENSG00000171217"	155264013	155276548	12535	"protein_coding"
"ENSG00000171219"	64823387	64844569	21182	"protein_coding"
"ENSG00000171222"	35953617	35959472	5855	"protein_coding"
"ENSG00000171223"	12791496	12793315	1819	"protein_coding"
"ENSG00000171224"	69630251	69633599	3348	"protein_coding"
"ENSG00000171227"	119429901	119438520	8619	"protein_coding"
"ENSG00000171234"	69051363	69112987	61624	"protein_coding"
"ENSG00000171236"	4536409	4540474	4065	"protein_coding"
"ENSG00000171241"	46580554	46621626	41072	"protein_coding"
"ENSG00000171243"	16461481	16530580	69099	"protein_coding"
"ENSG00000171246"	80467148	80477843	10695	"protein_coding"
"ENSG00000171262"	38454127	38487710	33583	"protein_coding"
"ENSG00000171291"	11848726	11883750	35024	"protein_coding"
"ENSG00000171295"	11814284	11835201	20917	"protein_coding"
"ENSG00000171298"	80101556	80119879	18323	"protein_coding"
"ENSG00000171302"	78991717	79009867	18150	"protein_coding"
"ENSG00000171303"	26692690	26733420	40730	"protein_coding"
"ENSG00000171307"	97446131	97457370	11239	"protein_coding"
"ENSG00000171310"	104455295	104762014	306719	"protein_coding"
"ENSG00000171311"	97436142	97446017	9875	"protein_coding"
"ENSG00000171314"	97426160	97433441	7281	"protein_coding"
"ENSG00000171316"	60678778	60868028	189250	"protein_coding"
"ENSG00000171320"	27771949	27812640	40691	"protein_coding"
"ENSG00000171345"	41523617	41528308	4691	"protein_coding"
"ENSG00000171346"	41513743	41522529	8786	"protein_coding"
"ENSG00000171357"	46203334	46221261	17927	"protein_coding"
"ENSG00000171360"	41436446	41440921	4475	"protein_coding"
"ENSG00000171365"	49922615	50099235	176620	"protein_coding"
"ENSG00000171368"	659862	693395	33533	"protein_coding"
"ENSG00000171385"	111770662	111989155	218493	"protein_coding"
"ENSG00000171388"	129645259	129654937	9678	"protein_coding"
"ENSG00000171396"	41159651	41160731	1080	"protein_coding"
"ENSG00000171401"	41500981	41505705	4724	"protein_coding"
"ENSG00000171402"	52862525	52868068	5543	"protein_coding"
"ENSG00000171403"	41565841	41572058	6217	"protein_coding"
"ENSG00000171405"	52812204	52818301	6097	"protein_coding"
"ENSG00000171408"	135851696	136195574	343878	"protein_coding"
"ENSG00000171421"	1798386	1801366	2980	"protein_coding"
"ENSG00000171425"	55635459	55645622	10163	"protein_coding"
"ENSG00000171428"	18170477	18223689	53212	"protein_coding"
"ENSG00000171431"	40875941	40885227	9286	"protein_coding"
"ENSG00000171433"	48761750	48773648	11898	"protein_coding"
"ENSG00000171435"	117453012	117968983	515971	"protein_coding"
"ENSG00000171443"	55600022	55603138	3116	"protein_coding"
"ENSG00000171444"	113022099	113488830	466731	"protein_coding"
"ENSG00000171446"	40776808	40782534	5726	"protein_coding"
"ENSG00000171448"	122915566	122931500	15934	"protein_coding"
"ENSG00000171450"	218959655	218962162	2507	"protein_coding"
"ENSG00000171451"	67506582	67516980	10398	"protein_coding"
"ENSG00000171453"	43509702	43562419	52717	"protein_coding"
"ENSG00000171456"	32358330	32439319	80989	"protein_coding"
"ENSG00000171459"	122742303	122750783	8480	"protein_coding"
"ENSG00000171462"	43450352	43456632	6280	"protein_coding"
"ENSG00000171466"	9641808	9675086	33278	"protein_coding"
"ENSG00000171467"	43307134	43369478	62344	"protein_coding"
"ENSG00000171469"	9604680	9621399	16719	"protein_coding"
"ENSG00000171475"	40219304	40284136	64832	"protein_coding"
"ENSG00000171476"	56647988	56681899	33911	"protein_coding"
"ENSG00000171478"	48130657	48132613	1956	"protein_coding"
"ENSG00000171481"	122675036	122676153	1117	"protein_coding"
"ENSG00000171487"	55999726	56061813	62087	"protein_coding"
"ENSG00000171488"	89633072	89769903	136831	"protein_coding"
"ENSG00000171489"	48004336	48009729	5393	"protein_coding"
"ENSG00000171490"	11833850	11851585	17735	"protein_coding"
"ENSG00000171492"	89821014	89936611	115597	"protein_coding"
"ENSG00000171495"	40998017	41071342	73325	"protein_coding"
"ENSG00000171496"	122567117	122583384	16267	"protein_coding"
"ENSG00000171497"	158709134	158723396	14262	"protein_coding"
"ENSG00000171501"	122553112	122554214	1102	"protein_coding"
"ENSG00000171502"	85729233	86156943	427710	"protein_coding"
"ENSG00000171503"	158672125	158709623	37498	"protein_coding"
"ENSG00000171505"	122526358	122527296	938	"protein_coding"
"ENSG00000171509"	158315311	158653372	338061	"protein_coding"
"ENSG00000171517"	84811602	84893213	81611	"protein_coding"
"ENSG00000171522"	40679498	40693735	14237	"protein_coding"
"ENSG00000171530"	77691166	77868780	177614	"protein_coding"
"ENSG00000171532"	39603536	39609777	6241	"protein_coding"
"ENSG00000171533"	75586918	75669120	82202	"protein_coding"
"ENSG00000171540"	77628712	77639688	10976	"protein_coding"
"ENSG00000171551"	232479827	232487828	8001	"protein_coding"
"ENSG00000171552"	31664452	31723989	59537	"protein_coding"
"ENSG00000171557"	154604134	154612967	8833	"protein_coding"
"ENSG00000171560"	154583126	154590766	7640	"protein_coding"
"ENSG00000171561"	75081753	75096876	15123	"protein_coding"
"ENSG00000171564"	154562956	154571086	8130	"protein_coding"
"ENSG00000171566"	154535006	154550435	15429	"protein_coding"
"ENSG00000171570"	40778242	40808418	30176	"protein_coding"
"ENSG00000171574"	58401504	58418327	16823	"protein_coding"
"ENSG00000171587"	40010999	40847139	836140	"protein_coding"
"ENSG00000171595"	74274247	74314884	40637	"protein_coding"
"ENSG00000171596"	231523160	231530495	7335	"protein_coding"
"ENSG00000171603"	9729026	9824526	95500	"protein_coding"
"ENSG00000171604"	139647299	139683882	36583	"protein_coding"
"ENSG00000171606"	58183029	58213562	30533	"protein_coding"
"ENSG00000171608"	9651732	9729114	77382	"protein_coding"
"ENSG00000171611"	42915989	42925835	9846	"protein_coding"
"ENSG00000171612"	9539482	9585179	45697	"protein_coding"
"ENSG00000171617"	74627406	74641424	14018	"protein_coding"
"ENSG00000171621"	9292880	9369532	76652	"protein_coding"
"ENSG00000171631"	73264505	73298617	34112	"protein_coding"
"ENSG00000171634"	67825524	67984378	158854	"protein_coding"
"ENSG00000171643"	76850001	76921650	71649	"protein_coding"
"ENSG00000171649"	57578456	57593777	15321	"protein_coding"
"ENSG00000171657"	41724155	41730135	5980	"protein_coding"
"ENSG00000171659"	41688973	41697277	8304	"protein_coding"
"ENSG00000171680"	6466092	6520061	53969	"protein_coding"
"ENSG00000171681"	14365632	14502935	137303	"protein_coding"
"ENSG00000171695"	64083380	64084359	979	"protein_coding"
"ENSG00000171700"	64073181	64079988	6807	"protein_coding"
"ENSG00000171703"	64049836	64072347	22511	"protein_coding"
"ENSG00000171711"	7894629	7896711	2082	"protein_coding"
"ENSG00000171714"	21799934	22283357	483423	"protein_coding"
"ENSG00000171720"	141620876	141636870	15994	"protein_coding"
"ENSG00000171722"	162373203	162376870	3667	"protein_coding"
"ENSG00000171723"	66507407	67181803	674396	"protein_coding"
"ENSG00000171724"	77788530	77980107	191577	"protein_coding"
"ENSG00000171729"	15152532	15220480	67948	"protein_coding"
"ENSG00000171735"	6785324	7769706	984382	"protein_coding"
"ENSG00000171747"	38801671	38813364	11693	"protein_coding"
"ENSG00000171757"	169793428	169812986	19558	"protein_coding"
"ENSG00000171759"	102836885	102958410	121525	"protein_coding"
"ENSG00000171763"	45402331	45421419	19088	"protein_coding"
"ENSG00000171766"	45361124	45402327	41203	"protein_coding"
"ENSG00000171772"	133553901	133569835	15934	"protein_coding"
"ENSG00000171773"	17455425	17460954	5529	"protein_coding"
"ENSG00000171777"	38409051	38426305	17254	"protein_coding"
"ENSG00000171786"	160367067	160372848	5781	"protein_coding"
"ENSG00000171790"	41015597	41023237	7640	"protein_coding"
"ENSG00000171791"	63123346	63320128	196782	"protein_coding"
"ENSG00000171792"	2876258	2889523	13265	"protein_coding"
"ENSG00000171793"	40979335	41012565	33230	"protein_coding"
"ENSG00000171794"	133230274	133231558	1284	"protein_coding"
"ENSG00000171798"	133160447	133226412	65965	"protein_coding"
"ENSG00000171804"	37884823	37906677	21854	"protein_coding"
"ENSG00000171806"	169792529	169794966	2437	"protein_coding"
"ENSG00000171811"	132808392	132942823	134431	"protein_coding"
"ENSG00000171812"	36095236	36125220	29984	"protein_coding"
"ENSG00000171813"	132397168	132417863	20695	"protein_coding"
"ENSG00000171815"	141051135	141059344	8209	"protein_coding"
"ENSG00000171817"	37551406	37614097	62691	"protein_coding"
"ENSG00000171819"	11189341	11195981	6640	"protein_coding"
"ENSG00000171823"	1565993	1594165	28172	"protein_coding"
"ENSG00000171824"	11066618	11099881	33263	"protein_coding"
"ENSG00000171827"	37467585	37488652	21067	"protein_coding"
"ENSG00000171840"	564296	663779	99483	"protein_coding"
"ENSG00000171843"	20341665	20622543	280878	"protein_coding"
"ENSG00000171847"	8221260	8227618	6358	"protein_coding"
"ENSG00000171848"	10120698	10131419	10721	"protein_coding"
"ENSG00000171853"	3379675	3485094	105419	"protein_coding"
"ENSG00000171855"	21077105	21077963	858	"protein_coding"
"ENSG00000171858"	62387116	62388520	1404	"protein_coding"
"ENSG00000171860"	8058302	8066471	8169	"protein_coding"
"ENSG00000171861"	782273	792509	10236	"protein_coding"
"ENSG00000171862"	87863113	87971930	108817	"protein_coding"
"ENSG00000171863"	3575205	3580920	5715	"protein_coding"
"ENSG00000171864"	4721910	4728460	6550	"protein_coding"
"ENSG00000171865"	3544793	3558616	13823	"protein_coding"
"ENSG00000171867"	4686236	4701590	15354	"protein_coding"
"ENSG00000171872"	44118850	44135140	16290	"protein_coding"
"ENSG00000171873"	4220631	4249074	28443	"protein_coding"
"ENSG00000171877"	43870761	44195252	324491	"protein_coding"
"ENSG00000171885"	26852038	26865818	13780	"protein_coding"
"ENSG00000171903"	15912367	15934867	22500	"protein_coding"
"ENSG00000171914"	62390526	62844631	454105	"protein_coding"
"ENSG00000171916"	18476737	18494945	18208	"protein_coding"
"ENSG00000171928"	18780995	18806714	25719	"protein_coding"
"ENSG00000171931"	18744024	18779349	35325	"protein_coding"
"ENSG00000171936"	15737985	15742343	4358	"protein_coding"
"ENSG00000171940"	53567065	53609907	42842	"protein_coding"
"ENSG00000171942"	15728020	15729060	1040	"protein_coding"
"ENSG00000171943"	121184810	121392822	208012	"protein_coding"
"ENSG00000171944"	5128776	5138356	9580	"protein_coding"
"ENSG00000171951"	223596940	223602503	5563	"protein_coding"
"ENSG00000171953"	17977409	18039209	61800	"protein_coding"
"ENSG00000171954"	15508493	15552317	43824	"protein_coding"
"ENSG00000171956"	60004222	60061730	57508	"protein_coding"
"ENSG00000171960"	42658425	42676758	18333	"protein_coding"
"ENSG00000171962"	17972813	18016889	44076	"protein_coding"
"ENSG00000171970"	2900898	2918476	17578	"protein_coding"
"ENSG00000171984"	5750393	5863912	113519	"protein_coding"
"ENSG00000171987"	4571423	4577820	6397	"protein_coding"
"ENSG00000171988"	63167221	63521850	354629	"protein_coding"
"ENSG00000171989"	59206823	59208515	1692	"protein_coding"
"ENSG00000171992"	150601080	150659220	58140	"protein_coding"
"ENSG00000172000"	2867335	2883445	16110	"protein_coding"
"ENSG00000172005"	95025677	95053996	28319	"protein_coding"
"ENSG00000172006"	2819874	2835773	15899	"protein_coding"
"ENSG00000172007"	139453232	139476609	23377	"protein_coding"
"ENSG00000172009"	2785460	2815807	30347	"protein_coding"
"ENSG00000172014"	64369394	64413142	43748	"protein_coding"
"ENSG00000172016"	79157003	79159753	2750	"protein_coding"
"ENSG00000172020"	115623324	115721490	98166	"protein_coding"
"ENSG00000172023"	79085030	79088019	2989	"protein_coding"
"ENSG00000172031"	92029982	92063536	33554	"protein_coding"
"ENSG00000172037"	49121114	49133118	12004	"protein_coding"
"ENSG00000172046"	49108046	49120938	12892	"protein_coding"
"ENSG00000172053"	49095932	49105135	9203	"protein_coding"
"ENSG00000172057"	39921041	39927601	6560	"protein_coding"
"ENSG00000172058"	70900665	70918530	17865	"protein_coding"
"ENSG00000172059"	10042849	10054836	11987	"protein_coding"
"ENSG00000172061"	194355247	194369743	14496	"protein_coding"
"ENSG00000172062"	70925030	70953942	28912	"protein_coding"
"ENSG00000172071"	88556741	88627576	70835	"protein_coding"
"ENSG00000172073"	88524651	88529584	4933	"protein_coding"
"ENSG00000172081"	2071038	2096673	25635	"protein_coding"
"ENSG00000172086"	88027205	88055729	28524	"protein_coding"
"ENSG00000172113"	48290722	48301685	10963	"protein_coding"
"ENSG00000172115"	25120091	25125361	5270	"protein_coding"
"ENSG00000172116"	86815339	86861924	46585	"protein_coding"
"ENSG00000172123"	35411060	35433283	22223	"protein_coding"
"ENSG00000172137"	71358713	71390438	31725	"protein_coding"
"ENSG00000172139"	112140887	112294258	153371	"protein_coding"
"ENSG00000172146"	3207539	3218896	11357	"protein_coding"
"ENSG00000172150"	3197519	3198448	929	"protein_coding"
"ENSG00000172154"	56093277	56094286	1009	"protein_coding"
"ENSG00000172155"	152796751	152798181	1430	"protein_coding"
"ENSG00000172156"	34285668	34288334	2666	"protein_coding"
"ENSG00000172159"	83242990	83538546	295556	"protein_coding"
"ENSG00000172164"	120535745	120813273	277528	"protein_coding"
"ENSG00000172167"	120445400	120542133	96733	"protein_coding"
"ENSG00000172171"	30897336	30906820	9484	"protein_coding"
"ENSG00000172172"	120380761	120445402	64641	"protein_coding"
"ENSG00000172175"	58671386	58754477	83091	"protein_coding"
"ENSG00000172179"	22287244	22297501	10257	"protein_coding"
"ENSG00000172183"	88636153	88656483	20330	"protein_coding"
"ENSG00000172188"	55602360	55607645	5285	"protein_coding"
"ENSG00000172197"	20102145	20212399	110254	"protein_coding"
"ENSG00000172199"	56375624	56376553	929	"protein_coding"
"ENSG00000172201"	19837386	19840684	3298	"protein_coding"
"ENSG00000172208"	48245056	48246080	1024	"protein_coding"
"ENSG00000172209"	107470018	107475659	5641	"protein_coding"
"ENSG00000172215"	45940933	45948353	7420	"protein_coding"
"ENSG00000172216"	50190734	50192689	1955	"protein_coding"
"ENSG00000172232"	825097	832018	6921	"protein_coding"
"ENSG00000172236"	1240696	1242554	1858	"protein_coding"
"ENSG00000172238"	93828753	93830964	2211	"protein_coding"
"ENSG00000172239"	43526267	43557758	31491	"protein_coding"
"ENSG00000172243"	10116777	10130258	13481	"protein_coding"
"ENSG00000172244"	43486701	43515145	28444	"protein_coding"
"ENSG00000172247"	47589664	47594659	4995	"protein_coding"
"ENSG00000172260"	71395940	72282734	886794	"protein_coding"
"ENSG00000172262"	43065176	43192021	126845	"protein_coding"
"ENSG00000172264"	13995369	16053197	2057828	"protein_coding"
"ENSG00000172269"	119096503	119108331	11828	"protein_coding"
"ENSG00000172270"	571277	583493	12216	"protein_coding"
"ENSG00000172273"	119121587	119136044	14457	"protein_coding"
"ENSG00000172288"	25622162	25624902	2740	"protein_coding"
"ENSG00000172289"	59712916	59713845	929	"protein_coding"
"ENSG00000172292"	168455862	168775137	319275	"protein_coding"
"ENSG00000172296"	13008979	13169103	160124	"protein_coding"
