Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6
ENSG00000042317,280,330,265,185,190,215
ENSG00000042429,1099,1306,1087,1314,1196,1602
ENSG00000042445,1183,1151,1048,938,876,1188
ENSG00000042493,705,672,828,1238,1140,2034
ENSG00000042753,3954,3748,3704,5182,4542,7717
ENSG00000042781,88,93,73,29,30,30
ENSG00000042813,0,0,0,0,0,1
ENSG00000042832,48,93,42,7,10,22
ENSG00000042980,15,13,20,17,6,0
ENSG00000043039,132,120,145,234,174,206
ENSG00000043093,850,944,913,1079,1006,1029
ENSG00000043143,717,707,873,865,768,860
ENSG00000043355,0,0,2,7,3,5
ENSG00000043462,3,4,1,1,1,0
ENSG00000043514,717,819,679,1007,939,1136
ENSG00000043591,3,3,2,1,2,6
ENSG00000044012,0,0,0,0,0,0
ENSG00000044090,4332,4299,4371,4062,3720,6261
ENSG00000044115,11440,12602,10324,10308,9594,15240
ENSG00000044446,1170,1161,1147,1134,1000,1434
ENSG00000044459,304,338,365,611,597,584
ENSG00000044524,12,9,29,31,22,8
ENSG00000044574,17944,19199,17732,22301,19740,17378
ENSG00000046604,2061,2448,1737,2235,1996,2753
ENSG00000046647,109,101,125,165,146,166
ENSG00000046651,600,645,583,924,832,1032
ENSG00000046653,63,78,73,98,96,120
ENSG00000046774,11,13,3,5,0,4
ENSG00000046889,3,3,3,58,53,52
ENSG00000047056,400,430,360,321,340,594
ENSG00000047188,1379,1534,1420,1584,1497,1868
ENSG00000047230,75,84,120,217,219,201
ENSG00000047249,1571,1823,1476,1264,1159,1586
ENSG00000047315,6901,7583,6712,7983,7340,9079
ENSG00000047346,1377,1579,1223,561,553,516
ENSG00000047365,2401,2903,2573,2166,2131,2948
ENSG00000047410,6871,7710,6554,8880,8174,10557
ENSG00000047457,1,3,1,2,2,1
ENSG00000047578,2601,2694,2280,1585,1397,2206
ENSG00000047579,503,517,581,856,733,1238
ENSG00000047597,17,23,38,362,288,357
ENSG00000047617,2138,2136,1778,790,672,851
ENSG00000047621,1286,1323,1219,1924,1768,2112
ENSG00000047634,587,663,555,1489,1448,1468
ENSG00000047644,337,294,273,297,255,366
ENSG00000047648,72,76,67,114,112,148
ENSG00000047662,16,16,7,13,4,22
ENSG00000047849,15127,14829,15207,17245,15895,24591
ENSG00000047932,1711,1913,1644,817,736,969
ENSG00000047936,383,509,268,17,39,36
ENSG00000048028,2374,2757,2416,2951,2831,2410
ENSG00000048052,3696,4105,2909,1935,1836,3247
ENSG00000048140,5456,5603,5234,3831,3456,5519
ENSG00000048162,1094,1022,990,2452,2276,3514
ENSG00000048342,506,620,609,560,480,670
ENSG00000048392,21450,25078,19058,3296,3193,3370
ENSG00000048405,681,746,567,765,703,1152
ENSG00000048462,1,1,2,0,0,3
ENSG00000048471,890,1031,688,339,307,328
ENSG00000048540,4,2,3,30,15,11
ENSG00000048544,3657,4020,3464,3903,3626,4798
ENSG00000048545,5,4,3,4,1,8
ENSG00000048649,3179,3477,2968,3274,2900,3122
ENSG00000048707,3052,3491,2698,2623,2499,3118
ENSG00000048740,204,222,187,511,486,689
ENSG00000048828,4263,4664,4275,6581,6249,7399
ENSG00000048991,1242,1313,1140,1465,1364,1564
ENSG00000049089,1563,1502,2164,2249,2016,1924
ENSG00000049130,422,509,505,391,436,438
ENSG00000049167,195,282,220,209,219,241
ENSG00000049192,3793,4361,2534,1016,918,1577
ENSG00000049239,942,837,1065,755,692,1379
ENSG00000049245,2575,2996,2523,2187,2128,2971
ENSG00000049246,1769,1612,1825,2120,1863,2089
ENSG00000049247,1,0,0,0,0,0
ENSG00000049249,989,1248,776,1185,1018,697
ENSG00000049283,65,69,74,81,69,88
ENSG00000049323,915,809,1273,2531,2227,2110
ENSG00000049449,9419,10294,10731,11654,11073,14227
ENSG00000049540,0,1,3,1,0,6
ENSG00000049541,462,403,631,2009,1812,2203
ENSG00000049618,3735,3437,3987,4028,3484,4231
ENSG00000049656,8009,8252,7017,8230,7374,8609
ENSG00000049759,7597,8133,5666,3790,3593,7611
ENSG00000049768,27,16,23,43,27,66
ENSG00000049769,132,140,141,80,84,105
ENSG00000049860,125,104,117,150,139,69
ENSG00000049883,219,219,185,351,341,473
ENSG00000050030,11,12,20,75,69,65
ENSG00000050130,1952,2140,2080,1837,1627,1860
ENSG00000050165,5573,5670,6856,1858,1601,2159
ENSG00000050327,1,0,0,0,0,0
ENSG00000050344,81,122,81,90,86,109
ENSG00000050393,1205,1225,1129,1320,1263,1884
ENSG00000050405,3311,3762,2909,6520,5965,6733
ENSG00000050426,1240,1180,1112,2205,2167,2781
ENSG00000050438,708,784,757,426,342,287
ENSG00000050555,1407,1238,1229,2925,2635,5243
ENSG00000050628,2,2,2,9,9,6
ENSG00000050730,91,122,128,18,28,12
ENSG00000050748,2643,3116,2524,2020,1951,1804
ENSG00000050767,4,2,2,1,0,2
ENSG00000050820,4818,4534,4300,3265,2845,4300
ENSG00000051009,1807,1925,1760,1882,1790,2702
ENSG00000051108,1884,2037,1953,3264,3167,3439
ENSG00000051128,1505,1368,1424,976,797,1942
ENSG00000051180,78,68,168,642,645,769
ENSG00000051341,228,226,496,2560,2511,2520
ENSG00000051382,477,485,522,1057,1006,1060
ENSG00000051523,14,20,16,15,8,22
ENSG00000051596,494,536,615,1232,1112,1306
ENSG00000051620,2404,2367,2441,3134,2849,3634
ENSG00000051825,669,684,726,1713,1573,1610
ENSG00000052126,4738,5054,4467,5016,4582,5300
ENSG00000052344,15,21,21,17,10,9
ENSG00000052723,2326,2449,2282,3035,2715,3259
ENSG00000052749,4488,4412,3536,5587,5351,12248
ENSG00000052795,3130,3590,2452,2523,2389,3542
ENSG00000052802,1865,2219,1901,1810,1774,2797
ENSG00000052841,1760,1975,1643,1770,1668,2053
ENSG00000052850,33,27,47,61,76,112
ENSG00000053108,30,29,66,48,67,121
ENSG00000053254,3866,4471,3735,3248,2969,2548
ENSG00000053328,4,2,3,6,15,9
ENSG00000053371,405,493,436,989,874,1001
ENSG00000053372,1140,1012,1018,2636,2378,3480
ENSG00000053438,97,107,90,70,54,112
ENSG00000053501,413,449,398,470,467,812
ENSG00000053524,133,124,139,216,182,281
ENSG00000053702,183,187,204,200,204,289
ENSG00000053747,13,17,39,15,22,39
ENSG00000053770,2387,2626,2322,1933,1823,2098
ENSG00000053900,546,574,554,840,811,1084
ENSG00000053918,22,15,20,14,12,19
ENSG00000054116,1301,1340,1404,1548,1275,1807
ENSG00000054118,4665,5049,4549,5316,4934,7648
ENSG00000054148,5765,4873,5511,3706,3353,4603
ENSG00000054179,0,1,0,4,1,3
ENSG00000054219,4,5,3,0,2,1
ENSG00000054267,2245,2582,2130,1683,1638,1684
ENSG00000054277,270,258,217,288,264,382
ENSG00000054282,241,313,266,330,321,389
ENSG00000054356,8820,8394,6724,1466,1277,5277
ENSG00000054392,2029,1920,1897,1323,1310,1192
ENSG00000054523,2687,2872,2682,3146,2993,4340
ENSG00000054598,476,363,491,1190,1029,2284
ENSG00000054611,599,618,636,835,769,1326
ENSG00000054654,3536,3789,4476,7560,6951,7596
ENSG00000054690,2085,2046,1790,2960,2870,4978
ENSG00000054793,1133,1093,1441,3060,2998,5330
ENSG00000054796,0,2,0,0,0,1
ENSG00000054803,15,9,13,25,32,73
ENSG00000054938,1,3,6,5,4,10
ENSG00000054965,2095,2268,2108,2019,1806,2046
ENSG00000054967,820,817,687,1179,1126,2137
ENSG00000054983,1062,1201,1033,658,624,682
ENSG00000055044,2264,2373,2413,7593,7147,11822
ENSG00000055070,5916,6130,5158,5209,4737,7680
ENSG00000055118,1071,956,1042,1236,1054,1768
ENSG00000055130,1531,1587,1652,2181,2030,2808
ENSG00000055147,140,133,167,545,510,674
ENSG00000055163,6786,6745,5705,2090,2013,2235
ENSG00000055208,4795,5710,4575,3100,2910,3191
ENSG00000055211,1661,1870,1581,1722,1540,1791
ENSG00000055332,1351,1469,1641,2204,2016,1861
ENSG00000055483,4699,4540,4174,5582,5325,10568
ENSG00000055609,3826,4499,3395,2276,2231,2458
ENSG00000055732,6,2,4,8,7,7
ENSG00000055813,80,82,146,66,42,22
ENSG00000055917,7752,8996,7245,4878,4570,6121
ENSG00000055950,1617,1448,1601,1763,1597,2326
ENSG00000055955,5,2,4,1,1,8
ENSG00000055957,0,0,0,1,0,1
ENSG00000056050,209,215,267,449,367,473
ENSG00000056097,3638,4159,3562,5211,5011,5591
ENSG00000056277,247,244,229,205,251,273
ENSG00000056291,501,503,481,321,301,542
ENSG00000056487,454,400,418,571,546,704
ENSG00000056558,1501,1770,827,205,209,192
ENSG00000056586,1601,1898,1443,980,888,1070
ENSG00000056736,262,227,263,297,292,355
ENSG00000056972,346,277,303,586,539,772
ENSG00000056998,587,575,675,185,165,87
ENSG00000057019,7430,7851,7590,6227,5664,7064
ENSG00000057149,0,0,0,0,0,0
ENSG00000057252,3584,4186,3457,3488,3463,5031
ENSG00000057294,2214,2433,2121,1878,1695,1611
ENSG00000057468,24,22,15,28,26,21
ENSG00000057593,6,1,4,3,1,0
ENSG00000057608,8711,9078,8821,11356,10462,12493
ENSG00000057657,179,267,157,237,215,444
ENSG00000057663,764,876,854,1146,1017,1046
ENSG00000057704,48,54,65,39,31,32
ENSG00000057757,551,616,682,1947,1672,3131
ENSG00000057935,2236,2266,2317,2023,1830,2173
ENSG00000058056,518,500,684,1569,1470,1714
ENSG00000058063,2020,2137,2209,3694,3354,3958
ENSG00000058085,2728,3284,2057,551,508,1300
ENSG00000058091,2266,2657,2928,2352,2283,3117
ENSG00000058262,7720,8286,6889,7201,6732,9810
ENSG00000058272,1390,1698,1506,966,997,1148
ENSG00000058335,1869,1962,1516,1524,1488,2254
ENSG00000058404,21,23,34,253,249,409
ENSG00000058453,1056,1064,1072,1678,1597,3163
ENSG00000058600,3841,3261,3389,3326,3038,5698
ENSG00000058668,1225,1440,1400,715,658,395
ENSG00000058673,7127,8439,6844,8022,7782,8068
ENSG00000058729,398,418,418,802,718,929
ENSG00000058799,1452,1729,1474,987,876,978
ENSG00000058804,965,1019,1099,2627,2394,3148
ENSG00000058866,102,120,92,115,92,201
ENSG00000059122,3603,3389,2777,2388,2104,3891
ENSG00000059145,1926,1677,1675,2053,1847,2985
ENSG00000059377,19,14,28,59,42,104
ENSG00000059378,450,552,618,1148,1086,1304
ENSG00000059573,2504,2402,2455,6216,5732,7367
ENSG00000059588,179,196,169,381,353,510
ENSG00000059691,325,391,331,442,475,569
ENSG00000059728,599,686,448,382,375,447
ENSG00000059758,1082,1274,1072,828,775,1133
ENSG00000059769,159,181,197,343,337,450
ENSG00000059804,21865,23002,20873,19113,17045,19100
ENSG00000059915,438,367,453,415,300,365
ENSG00000060069,2157,2322,2179,1940,1860,3313
ENSG00000060138,19921,21882,14963,27245,26012,35769
ENSG00000060140,173,221,164,127,87,124
ENSG00000060237,15669,15446,14319,21696,19843,27287
ENSG00000060339,3336,3805,3134,4204,4154,4894
ENSG00000060491,5416,4791,5582,5798,4950,9033
ENSG00000060558,7,0,1,0,1,3
ENSG00000060566,1,2,0,0,1,1
ENSG00000060642,211,221,204,272,266,310
ENSG00000060656,1884,1813,1943,2234,1965,3419
ENSG00000060688,678,739,756,1461,1310,1537
ENSG00000060709,170,182,181,156,143,240
ENSG00000060718,8940,10781,9335,7205,6363,3410
ENSG00000060749,1446,1687,1752,2937,2824,2789
ENSG00000060762,833,834,883,1618,1530,1580
ENSG00000060971,1387,1435,1275,1191,971,1446
ENSG00000060982,4446,4556,5367,7330,6740,6956
ENSG00000061273,8479,8137,7877,5992,5359,8800
ENSG00000061337,225,226,224,100,90,119
ENSG00000061455,24,14,15,0,1,5
ENSG00000061492,0,0,0,1,0,0
ENSG00000061656,290,286,321,310,254,325
ENSG00000061676,11607,14082,11671,5267,5117,7610
ENSG00000061794,918,1072,1074,2716,2489,2955
ENSG00000061918,8,19,38,129,114,140
ENSG00000061936,2375,2520,2198,2507,2334,3943
ENSG00000061938,5310,4738,5074,3118,2862,5826
ENSG00000061987,1622,1828,1416,1409,1310,1530
ENSG00000062038,357,302,350,258,220,220
ENSG00000062096,0,0,0,0,0,0
ENSG00000062194,2443,2619,2065,2316,2168,2455
ENSG00000062282,486,521,387,654,576,790
ENSG00000062370,130,146,138,115,105,113
ENSG00000062485,3654,3955,3431,5329,4854,5558
ENSG00000062524,105,110,82,55,43,82
ENSG00000062582,53,54,49,29,37,54
ENSG00000062598,2473,2854,2257,1662,1580,2067
ENSG00000062650,6435,6960,6268,6499,6083,8209
ENSG00000062716,12190,13451,13422,17439,16605,16126
ENSG00000062725,2455,2737,2619,1813,1627,2046
ENSG00000062822,2510,2272,2612,4799,4295,8448
ENSG00000063015,5,2,3,5,8,6
ENSG00000063046,21954,22551,21023,23531,21142,29771
ENSG00000063127,245,284,344,255,214,217
ENSG00000063169,2187,1747,1856,1735,1563,3284
ENSG00000063176,466,446,481,545,545,1014
ENSG00000063177,16270,16070,15942,23448,21974,33459
ENSG00000063180,1467,1292,1823,1599,1433,1587
ENSG00000063241,1320,1477,1267,1228,1033,1320
ENSG00000063244,11298,10402,10736,12057,11037,20260
ENSG00000063245,6727,6210,6339,6357,5707,10615
ENSG00000063322,1608,1709,1757,1687,1538,2411
ENSG00000063438,310,283,211,84,92,160
ENSG00000063515,0,0,0,2,1,1
ENSG00000063587,788,799,796,1617,1482,2427
ENSG00000063601,915,1124,1027,1255,1169,1749
ENSG00000063660,11484,11030,11833,4263,3504,6759
ENSG00000063761,661,675,700,467,478,671
ENSG00000063854,1074,1134,1163,1430,1345,1832
ENSG00000063978,1241,1327,1321,1704,1708,2525
ENSG00000064012,718,815,707,1059,1000,1150
ENSG00000064042,514,547,679,1044,893,722
ENSG00000064102,1668,1800,1579,2177,1993,2176
ENSG00000064115,4109,4156,4067,3449,3048,2818
ENSG00000064195,11,5,9,22,19,24
ENSG00000064199,44,61,54,78,65,103
ENSG00000064201,0,0,0,0,0,2
ENSG00000064205,7,7,4,5,1,6
ENSG00000064218,5,7,16,6,15,4
ENSG00000064225,209,230,194,352,375,525
ENSG00000064270,133,104,82,42,52,91
ENSG00000064300,49,55,62,66,50,62
ENSG00000064309,237,259,276,271,241,235
ENSG00000064313,5939,6868,5399,4391,3981,5787
ENSG00000064393,2558,2314,2450,2984,2738,3403
ENSG00000064419,1304,1381,1441,2105,1940,2495
ENSG00000064489,9,4,3,3,3,5
ENSG00000064490,976,846,945,1003,806,1404
ENSG00000064545,389,389,352,811,682,1092
ENSG00000064547,568,418,535,363,391,724
ENSG00000064601,6351,5826,6412,5516,4984,8709
ENSG00000064607,4673,4802,4502,5923,5891,6588
ENSG00000064651,1570,1769,1697,2063,1757,2450
ENSG00000064652,659,786,751,984,967,1147
ENSG00000064655,23,16,35,124,113,162
ENSG00000064666,4466,4427,4599,3600,3286,3005
ENSG00000064687,919,1007,1000,380,305,443
ENSG00000064692,3,3,6,2,0,2
ENSG00000064703,1030,1102,1091,1948,1767,2405
ENSG00000064726,871,867,1097,2579,2376,3157
ENSG00000064763,262,242,259,457,383,520
ENSG00000064787,46,49,78,9,3,8
ENSG00000064835,0,0,0,0,0,4
ENSG00000064886,927,1014,926,298,298,248
ENSG00000064932,5306,4784,3906,3280,3018,5873
ENSG00000064933,724,727,667,1003,942,1177
ENSG00000064961,3367,2775,3178,4348,3798,6294
ENSG00000064989,7,6,9,14,16,14
ENSG00000064995,3362,3830,3140,3383,3048,3761
ENSG00000064999,9083,9451,7940,7266,6591,9687
ENSG00000065000,6466,6510,5828,4797,4521,8336
ENSG00000065029,3065,2888,2728,3812,3390,4753
ENSG00000065054,1053,1074,981,1492,1393,2012
ENSG00000065057,159,174,185,331,278,418
ENSG00000065060,3896,3990,4815,14985,13752,14326
ENSG00000065135,4752,5065,4553,4277,4041,5054
ENSG00000065150,2648,2899,2611,4772,4483,5394
ENSG00000065154,3606,4067,4263,6909,6459,6997
ENSG00000065183,1676,1783,1483,2810,2678,4154
ENSG00000065243,3055,3637,2983,2591,2560,2711
ENSG00000065268,2130,2095,2147,2796,2541,4753
ENSG00000065308,2855,2898,2893,3506,3225,3643
ENSG00000065320,1315,1050,1330,1825,1520,2734
ENSG00000065325,663,665,684,360,352,362
ENSG00000065328,510,395,921,4298,3944,5023
ENSG00000065357,1413,1569,1056,392,337,519
ENSG00000065361,353,351,411,558,490,577
ENSG00000065371,0,1,1,1,0,0
ENSG00000065413,540,598,550,795,727,1020
ENSG00000065427,4437,4407,4108,5866,5441,7414
ENSG00000065457,500,497,559,890,854,1140
ENSG00000065485,673,685,591,875,798,1149
ENSG00000065491,2760,3085,2620,3022,2916,3645
ENSG00000065518,2094,2002,2311,3156,2816,3633
ENSG00000065526,3218,3483,3105,6403,6044,7753
ENSG00000065534,9320,10442,6965,1222,1121,1795
ENSG00000065548,3820,3946,3192,5400,4903,6134
ENSG00000065559,1014,1196,1014,1601,1460,1612
ENSG00000065600,672,681,553,557,507,645
ENSG00000065609,367,354,308,264,233,224
ENSG00000065613,2253,2478,2311,3564,3486,4052
ENSG00000065615,1873,2140,1806,1215,1199,1556
ENSG00000065618,3062,3532,1857,258,296,392
ENSG00000065621,229,236,272,963,892,1077
ENSG00000065665,2618,2799,2443,1088,1033,1215
ENSG00000065675,283,310,356,742,697,858
ENSG00000065717,2605,1930,2982,2237,1913,2995
ENSG00000065802,1265,1380,1208,1679,1600,2893
ENSG00000065809,852,894,1114,4036,3797,3577
ENSG00000065833,737,899,890,754,826,843
ENSG00000065882,5224,5650,5276,5183,4642,5831
ENSG00000065883,2794,2796,2619,2356,2067,3137
ENSG00000065911,4098,4328,4655,20727,19880,19984
ENSG00000065923,1049,1089,1076,1532,1406,1769
ENSG00000065970,3975,4048,4023,4489,4122,4439
ENSG00000065978,37752,34407,34316,57850,52647,88640
ENSG00000065989,1371,1318,1216,1365,1310,1691
ENSG00000066027,944,964,949,1308,1224,1784
ENSG00000066032,26,23,17,1,5,10
ENSG00000066044,1394,1372,1623,2458,2227,2912
ENSG00000066056,4,1,2,5,2,1
ENSG00000066084,2802,3230,2523,3217,2931,4317
ENSG00000066117,5207,5416,4436,6178,5720,7845
ENSG00000066135,2880,3306,2809,3438,3144,3482
ENSG00000066136,1936,1893,1833,2188,2079,2914
ENSG00000066185,16,18,13,10,7,10
ENSG00000066230,998,865,944,609,637,982
ENSG00000066248,88,74,140,174,135,200
ENSG00000066279,328,313,694,2887,2644,2700
ENSG00000066294,0,0,0,0,0,0
ENSG00000066322,3231,3217,2910,2540,2307,4343
ENSG00000066336,7,8,8,9,6,18
ENSG00000066379,218,214,209,423,417,530
ENSG00000066382,75,91,125,112,97,59
ENSG00000066405,43,34,26,27,30,23
ENSG00000066422,882,922,720,807,721,893
ENSG00000066427,1298,1404,1181,744,731,980
ENSG00000066455,756,884,795,881,840,1043
ENSG00000066468,581,545,568,633,558,574
ENSG00000066557,904,1028,842,676,620,928
ENSG00000066583,590,594,692,1662,1465,1799
ENSG00000066629,709,725,640,835,824,1011
ENSG00000066651,489,516,475,1000,963,1225
ENSG00000066654,1002,1054,1078,1294,1213,1649
ENSG00000066697,5417,5898,4935,5247,4925,6867
ENSG00000066735,226,176,298,1177,981,2088
ENSG00000066739,1178,1409,1119,744,735,777
ENSG00000066777,2567,2862,2413,2565,2465,2707
ENSG00000066813,0,0,0,0,0,0
ENSG00000066827,729,701,787,632,599,1012
ENSG00000066855,661,802,674,1031,926,1018
ENSG00000066923,212,235,240,127,123,171
ENSG00000066926,619,584,677,814,730,706
ENSG00000066933,1571,1784,1616,1182,1207,1632
ENSG00000067048,0,0,0,0,0,2
ENSG00000067057,1029,808,1156,3200,2994,6718
ENSG00000067064,1378,1598,1350,723,721,1041
ENSG00000067066,1501,1492,1555,1616,1669,2160
ENSG00000067082,5654,5765,4899,5276,5027,12550
ENSG00000067113,258,342,283,304,268,290
ENSG00000067141,1110,1330,1267,721,648,552
ENSG00000067167,1586,1697,1817,1304,1215,1628
ENSG00000067177,923,813,1085,2393,2320,2870
ENSG00000067182,4712,5253,4690,5450,4961,7890
ENSG00000067191,1000,936,850,696,658,1190
ENSG00000067208,1132,1308,1148,1293,1210,1274
ENSG00000067221,335,316,287,166,148,257
ENSG00000067225,49461,52849,52543,55346,50218,75963
ENSG00000067248,718,781,649,780,708,1061
ENSG00000067334,2051,2284,2027,3014,2843,4535
ENSG00000067365,1321,1373,1223,1184,1336,1362
ENSG00000067369,2383,2667,2569,1909,1811,1820
ENSG00000067445,3654,4227,3573,1779,1777,1255
ENSG00000067533,593,631,579,1373,1321,2226
ENSG00000067560,16111,16879,16132,19420,18292,21586
ENSG00000067596,2463,2780,2181,2332,2236,2785
ENSG00000067606,1251,1152,1339,929,842,1210
ENSG00000067646,0,0,0,0,0,3
ENSG00000067704,3018,3431,3715,5260,4909,6257
ENSG00000067715,659,765,598,152,197,175
ENSG00000067798,1108,1326,1122,1580,1591,3245
ENSG00000067829,1766,1609,1617,2182,2031,3489
ENSG00000067836,987,764,1242,824,702,708
ENSG00000067840,814,737,1039,1499,1244,1989
ENSG00000067842,25,11,36,74,56,54
ENSG00000067900,1807,2097,1780,1593,1520,1977
ENSG00000067955,2471,2499,2467,2408,2137,3878
ENSG00000067992,228,244,234,339,299,224
ENSG00000068001,2747,2809,2761,1863,1718,2264
ENSG00000068024,75,61,70,31,17,50
ENSG00000068028,804,904,845,1583,1499,2302
ENSG00000068078,80,54,105,263,241,383
ENSG00000068079,16,10,16,8,14,10
ENSG00000068097,1613,1827,1451,1864,1794,2148
ENSG00000068120,2892,3056,3025,3155,2863,4322
ENSG00000068137,2452,2062,2552,2548,2019,3369
ENSG00000068305,1745,1986,1747,1775,1716,2001
ENSG00000068308,3586,3492,3439,4729,4358,6351
ENSG00000068323,8281,7794,6966,5199,4799,8292
ENSG00000068354,2322,2264,1893,1933,1734,2794
ENSG00000068366,2208,2684,1982,2265,2191,2723
ENSG00000068383,511,549,574,748,637,747
ENSG00000068394,1447,1340,1339,1453,1341,2061
ENSG00000068400,4214,4574,3753,3705,3499,4565
ENSG00000068438,2872,3222,2568,2544,2192,3169
ENSG00000068489,299,300,676,2709,2406,2849
ENSG00000068615,42,36,65,119,133,87
ENSG00000068650,4587,4646,4508,2957,2726,4460
ENSG00000068654,5435,5436,4709,5606,5265,8956
ENSG00000068697,6249,5978,6984,6699,5754,7612
ENSG00000068724,1297,1236,1285,1136,1062,1729
ENSG00000068745,5283,5608,5155,4088,3889,3787
ENSG00000068781,0,0,0,0,0,0
ENSG00000068784,360,386,454,872,833,1150
ENSG00000068796,1646,1799,1448,1046,1030,1232
ENSG00000068831,184,204,160,83,72,51
ENSG00000068878,8445,9598,7536,7207,6808,11155
ENSG00000068885,431,503,518,433,413,347
ENSG00000068903,1799,1787,1614,1301,1270,1961
ENSG00000068912,2366,2567,2496,2649,2517,2750
ENSG00000068971,2444,2432,2064,661,552,852
ENSG00000068976,73,48,62,73,42,144
ENSG00000068985,0,2,1,1,0,1
ENSG00000069011,517,454,587,1845,1546,2751
ENSG00000069018,3,5,6,3,6,1
ENSG00000069020,1497,1622,1390,878,830,1876
ENSG00000069122,334,342,303,73,70,266
ENSG00000069188,2375,2087,2060,1723,1492,2247
ENSG00000069206,0,0,0,1,5,0
ENSG00000069248,1358,1554,1458,2174,1998,2291
ENSG00000069275,8567,8871,9739,13805,12828,13507
ENSG00000069329,3024,3258,3297,4549,4263,5162
ENSG00000069345,3358,3491,3290,4281,3870,4874
ENSG00000069399,932,900,663,501,445,439
ENSG00000069424,2256,2259,1959,2542,2283,4719
ENSG00000069431,357,375,272,211,248,409
ENSG00000069482,0,0,0,3,1,0
ENSG00000069493,207,223,268,283,243,319
ENSG00000069509,522,533,536,556,445,596
ENSG00000069535,11,11,21,46,53,60
ENSG00000069667,1451,1599,1408,1387,1360,1546
ENSG00000069696,181,96,180,247,192,379
ENSG00000069702,154,194,207,344,308,275
ENSG00000069764,2,2,0,1,0,0
ENSG00000069812,1,2,3,1,0,2
ENSG00000069849,1359,1676,1691,2316,2138,3118
ENSG00000069869,1724,1893,1678,1806,1689,2077
ENSG00000069943,188,187,209,214,210,259
ENSG00000069956,3586,4300,3220,1693,1550,2230
ENSG00000069966,1314,1446,1430,791,725,1035
ENSG00000069974,425,428,451,620,630,738
ENSG00000069998,1245,1304,1196,2030,1705,2664
ENSG00000070010,3072,3080,3297,4097,3896,5938
ENSG00000070018,5031,5652,5100,5908,5377,4590
ENSG00000070019,7,3,3,14,6,5
ENSG00000070031,27,41,38,30,19,75
ENSG00000070047,3084,2907,2693,3084,2691,5341
ENSG00000070061,2363,2734,2290,3088,2986,3635
ENSG00000070081,1841,1877,2252,1704,1534,1578
ENSG00000070087,1564,1642,1933,3994,3574,3374
